effect_id,study_id,paper_doi,paper_title,citation,publication_year,experiment_year,country,location,latitude,longitude,broad_climate,koppen_climate,crop_as_reported,crop_core,season,residue_as_reported,pathway,outcome,outcome_unit,treatment_arm,control_arm,treatment_mean,control_mean,treatment_sd,control_sd,treatment_n,control_n,lnrr,variance_lnrr,percent_change,shared_control_group,source_locator,variance_provenance,analysis_tier,source_analysis_tier,tier_reconciliation,formal_decision,variance_origin_status,independence_resolution,sensitivity_note,quality_flags,system_boundary,gwp_version,soc_measure,soil_depth,water_regime,nitrogen_rate,extraction_method
BiocharDS_v1_row_01263_SOC,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2017,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,SOC,,,CA_0t_CI,14.0540540541,12.036036036,0.936936936937,0.216216216216,3,3,0.155005746147,0.00158905077403,16.7664670659,176_2_SOC_CA,,secondary_SD_n; dataset_contains_imputed_SD; row_level_origin_unresolved,B1_biochar_setting_independence_pending,B1_biochar_setting_independence_pending,,ADMIT_WITH_SHARED_CONTROL,unresolved_row_origin,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,variance_row_origin_unresolved;legacy_analysis_tier_pending;source_locator_missing,,,,,,,
BiocharDS_v1_row_01259_CH4,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2016,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,CH4,kg CH4 ha-1 season-1,,CA_0t_CI,53.1,75.6,7.51,8.43,3,3,-0.353279354938,0.0108122739034,-29.7619047619,176_1_CH4_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_01260_CH4,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2016,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,CH4,kg CH4 ha-1 season-1,,CA_0t_CI,70.8,75.6,10.5,8.43,3,3,-0.0655972824858,0.0114761393552,-6.34920634921,176_1_CH4_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_01262_CH4,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2017,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,CH4,kg CH4 ha-1 season-1,,CA_0t_CI,108,154,7.62,12,3,3,-0.354821375289,0.00368331221582,-29.8701298701,176_2_CH4_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_01263_CH4,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2017,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,CH4,kg CH4 ha-1 season-1,,CA_0t_CI,130,154,9.24,12,3,3,-0.169418151958,0.00370792640726,-15.5844155844,176_2_CH4_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_01259_N2O,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2016,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,N2O,kg N2O ha-1 season-1,,CA_0t_CI,8.67,5.24,0.43,0.72,3,3,0.503547292459,0.00711327084148,65.4580152672,176_1_N2O_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_01260_N2O,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2016,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,N2O,kg N2O ha-1 season-1,,CA_0t_CI,4.63,5.24,0.5,0.72,3,3,-0.123764630235,0.0101807175436,-11.641221374,176_1_N2O_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_01262_N2O,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2017,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,N2O,kg N2O ha-1 season-1,,CA_0t_CI,1.86,4.43,0.15,0.22,3,3,-0.867823096332,0.00298996554822,-58.0135440181,176_2_N2O_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_01263_N2O,biochar_li2024SD_176,10.1016/j.atmosenv.2018.12.003,Biochar improved rice yield and mitigated CH4 and N2O emissions from paddy field under controlled irrigation in the Taihu Lake Region of China,,,2017,China,,34.63,121.08,,,,rice,,rice straw,biochar_return,N2O,kg N2O ha-1 season-1,,CA_0t_CI,2.52,4.43,0.18,0.22,3,3,-0.564140682534,0.00252276514048,-43.1151241535,176_2_N2O_CA,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,two biochar-dose contrasts share CA within each year/outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check; Table 4 yield converted kg to Mg
BiocharDS_v1_row_00015_CropYield,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,yield,Mg grain ha-1,C1N0,C0N0,9.6,8.6,0.19,0.38,3,3,0.110000895214,0.000781372258591,11.6279069767,study3_2009_yield_C0N0,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00016_CropYield,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,yield,Mg grain ha-1,C2N0,C0N0,9.8,8.6,0.26,0.38,3,3,0.130620182417,0.000885426697472,13.9534883721,study3_2009_yield_C0N0,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00015_SOC,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,SOC,"g SOC kg-1 soil, 0-15 cm",C1N0,C0N0,25.9,23.5,2.1,1.7,3,3,0.0972425475554,0.00393575962514,10.2127659574,study3_2009_SOC_C0N0,Table 1,"primary Table 1 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00016_SOC,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,SOC,"g SOC kg-1 soil, 0-15 cm",C2N0,C0N0,36.9,23.5,2,1.7,3,3,0.451211129896,0.00272361197327,57.0212765957,study3_2009_SOC_C0N0,Table 1,"primary Table 1 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00015_CH4,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,CH4,kg CH4-C ha-1 growing season-1,C1N0,C0N0,103.2,62.6,2,1.8,3,3,0.499903574941,0.000400790179753,64.8562300319,study3_2009_CH4_C0N0,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00016_CH4,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,CH4,kg CH4-C ha-1 growing season-1,C2N0,C0N0,104.9,62.6,10.4,1.8,3,3,0.516242237296,0.00355197875049,67.571884984,study3_2009_CH4_C0N0,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00015_N2O,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,N2O,kg N2O-N ha-1 growing season-1,C1N0,C0N0,0.55,0.76,0.06,0.07,3,3,-0.323400155054,0.00679473531589,-27.6315789474,study3_2009_N2O_C0N0,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00016_N2O,biochar_li2024SD_3,10.1016/j.agee.2010.09.003,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",,,2009,China,,31.4,119.68,,,,rice,,wheat straw,biochar_return,N2O,kg N2O-N ha-1 growing season-1,C2N0,C0N0,0.6,0.76,0.07,0.07,3,3,-0.236388778064,0.00736483020417,-21.0526315789,study3_2009_N2O_C0N0,Table 3,"primary Table 3 mean ± SD, n=3; delta-method lnRR variance",A_primary_exact_table_mean_SD,B1_biochar_setting_independence_pending,primary_tables_verified_2026-09-23,ADMIT_WITH_SHARED_CONTROL,documented_or_reconstructed,10 and 40 t ha-1 contrasts share C0N0 within outcome; retain covariance/cluster structure,,,,,,,,,primary numeric table cross-check
BiocharDS_v1_row_00240_CropYield,biochar_li2024SD_31,,Biochar amendment greatly reduces  rice Cd uptake in a contaminated paddy soil: A two-year field experiment.,,,2009,China,,31.41,119.69,,,,rice,,wheat straw,biochar_return,yield,Mg ha-1 rice grain yield,"C1, 10 t ha-1","C0, 0 t biochar ha-1",6.9970845481,6.5306122449,0.379008746356,0.67055393586,3,3,0.068992871487,0.0044923056028,7.14285714286,study31_2009_yield_C0,Figure 2,"primary states mean ± one SD, n=3; figure-digitized arm means/SD; lnRR variance recomputed",A_primary_matched_pair_figure_digitized_SD,B1_biochar_setting_independence_pending,primary_fulltext_review_reconciled_2026-09-23,ADMIT_YIELD_WITH_SHARED_CONTROL_REPEATED_YEARS_AND_DIGITIZATION_FLAG,documented_or_reconstructed,three dose contrasts share C0 within year; 2009 and 2010 reuse the same field plots and count as one independent experiment,,primary_doi_missing,,,,,,,secondary figure digitization checked against primary full text and figure
BiocharDS_v1_row_00241_CropYield,biochar_li2024SD_31,,Biochar amendment greatly reduces  rice Cd uptake in a contaminated paddy soil: A two-year field experiment.,,,2009,China,,31.41,119.69,,,,rice,,wheat straw,biochar_return,yield,Mg ha-1 rice grain yield,"C2, 20 t ha-1","C0, 0 t biochar ha-1",6.7055393586,6.5306122449,0.349854227405,0.67055393586,3,3,0.0264332570682,0.00442166874429,2.67857142857,study31_2009_yield_C0,Figure 2,"primary states mean ± one SD, n=3; figure-digitized arm means/SD; lnRR variance recomputed",A_primary_matched_pair_figure_digitized_SD,B1_biochar_setting_independence_pending,primary_fulltext_review_reconciled_2026-09-23,ADMIT_YIELD_WITH_SHARED_CONTROL_REPEATED_YEARS_AND_DIGITIZATION_FLAG,documented_or_reconstructed,three dose contrasts share C0 within year; 2009 and 2010 reuse the same field plots and count as one independent experiment,,primary_doi_missing,,,,,,,secondary figure digitization checked against primary full text and figure
BiocharDS_v1_row_00242_CropYield,biochar_li2024SD_31,,Biochar amendment greatly reduces  rice Cd uptake in a contaminated paddy soil: A two-year field experiment.,,,2009,China,,31.41,119.69,,,,rice,,wheat straw,biochar_return,yield,Mg ha-1 rice grain yield,"C3, 40 t ha-1","C0, 0 t biochar ha-1",6.6472303207,6.5306122449,0.495626822157,0.67055393586,3,3,0.0176995770994,0.00536743064127,1.78571428571,study31_2009_yield_C0,Figure 2,"primary states mean ± one SD, n=3; figure-digitized arm means/SD; lnRR variance recomputed",A_primary_matched_pair_figure_digitized_SD,B1_biochar_setting_independence_pending,primary_fulltext_review_reconciled_2026-09-23,ADMIT_YIELD_WITH_SHARED_CONTROL_REPEATED_YEARS_AND_DIGITIZATION_FLAG,documented_or_reconstructed,three dose contrasts share C0 within year; 2009 and 2010 reuse the same field plots and count as one independent experiment,,primary_doi_missing,,,,,,,secondary figure digitization checked against primary full text and figure
BiocharDS_v1_row_00243_CropYield,biochar_li2024SD_31,,Biochar amendment greatly reduces  rice Cd uptake in a contaminated paddy soil: A two-year field experiment.,,,2010,China,,31.41,119.69,,,,rice,,wheat straw,biochar_return,yield,Mg ha-1 rice grain yield,"C1, 10 t ha-1","C0, 0 t biochar ha-1",6.90962099125,7.20116618076,0.728862973761,0.583090379009,3,3,-0.0413281954928,0.00589451463146,-4.04858299595,study31_2010_yield_C0,Figure 2,"primary states mean ± one SD, n=3; figure-digitized arm means/SD; lnRR variance recomputed",A_primary_matched_pair_figure_digitized_SD,B1_biochar_setting_independence_pending,primary_fulltext_review_reconciled_2026-09-23,ADMIT_YIELD_WITH_SHARED_CONTROL_REPEATED_YEARS_AND_DIGITIZATION_FLAG,documented_or_reconstructed,three dose contrasts share C0 within year; 2009 and 2010 reuse the same field plots and count as one independent experiment,,primary_doi_missing,,,,,,,secondary figure digitization checked against primary full text and figure
BiocharDS_v1_row_00244_CropYield,biochar_li2024SD_31,,Biochar amendment greatly reduces  rice Cd uptake in a contaminated paddy soil: A two-year field experiment.,,,2010,China,,31.41,119.69,,,,rice,,wheat straw,biochar_return,yield,Mg ha-1 rice grain yield,"C2, 20 t ha-1","C0, 0 t biochar ha-1",6.5889212828,7.20116618076,0.408163265306,0.583090379009,3,3,-0.0888533373557,0.00346460948619,-8.5020242915,study31_2010_yield_C0,Figure 2,"primary states mean ± one SD, n=3; figure-digitized arm means/SD; lnRR variance recomputed",A_primary_matched_pair_figure_digitized_SD,B1_biochar_setting_independence_pending,primary_fulltext_review_reconciled_2026-09-23,ADMIT_YIELD_WITH_SHARED_CONTROL_REPEATED_YEARS_AND_DIGITIZATION_FLAG,documented_or_reconstructed,three dose contrasts share C0 within year; 2009 and 2010 reuse the same field plots and count as one independent experiment,,primary_doi_missing,,,,,,,secondary figure digitization checked against primary full text and figure
BiocharDS_v1_row_00245_CropYield,biochar_li2024SD_31,,Biochar amendment greatly reduces  rice Cd uptake in a contaminated paddy soil: A two-year field experiment.,,,2010,China,,31.41,119.69,,,,rice,,wheat straw,biochar_return,yield,Mg ha-1 rice grain yield,"C3, 40 t ha-1","C0, 0 t biochar ha-1",6.6472303207,7.20116618076,0.320699708455,0.583090379009,3,3,-0.0800427076735,0.00296134966122,-7.69230769231,study31_2010_yield_C0,Figure 2,"primary states mean ± one SD, n=3; figure-digitized arm means/SD; lnRR variance recomputed",A_primary_matched_pair_figure_digitized_SD,B1_biochar_setting_independence_pending,primary_fulltext_review_reconciled_2026-09-23,ADMIT_YIELD_WITH_SHARED_CONTROL_REPEATED_YEARS_AND_DIGITIZATION_FLAG,documented_or_reconstructed,three dose contrasts share C0 within year; 2009 and 2010 reuse the same field plots and count as one independent experiment,,primary_doi_missing,,,,,,,secondary figure digitization checked against primary full text and figure
rice_primary_rice_ext_pair_0133_yield,rice_primary_392,10.1007/s11104-008-9689-y,Methane emission from paddy soils as affected by wheat straw returning mode,Ma 2008,2008,2006,China,,,,C,Cfa,,,,,open_burning,yield,,,,6480,5260,720,420,3,3,0.208589483615,0.00624045584778,23.1939163498,rice_ext_pair_0133_control,Table 1,primary Table 1 arm means and dispersion; n=3 randomized blocks,A_primary_exact_pair,A_primary_exact_pair,,ADMIT_BURNED_IN_SITU_VS_NO_STRAW,documented_or_reconstructed,yield and CH4 share one field contrast,,,crop harvest,,,,Intermittent,300.0,
rice_primary_rice_ext_pair_0133_CH4,rice_primary_392,10.1007/s11104-008-9689-y,Methane emission from paddy soils as affected by wheat straw returning mode,Ma 2008,2008,2006,China,,,,C,Cfa,,,,,open_burning,CH4,,,,159,69,19,50,3,3,0.834797697623,0.179793089131,130.434782609,rice_ext_pair_0133_control,Table 1,primary Table 1 arm means and dispersion; n=3 randomized blocks,A_primary_exact_pair,A_primary_exact_pair,,ADMIT_BURNED_IN_SITU_VS_NO_STRAW,documented_or_reconstructed,yield and CH4 share one field contrast,,,rice-season paddy-soil CH4 after burning; combustion pulse excluded,,,,Intermittent,300.0,
rice_primary_rice_ext_pair_0075_yield,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,yield,,,,6661.047,7456.395,344.396,344.396,3,3,-0.112795374044,0.00160217671394,-10.6666559376,rice_ext_pair_0075_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0075_CH4,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,CH4,,,,504.6,226.2,47.805,15.935,3,3,0.802346472525,0.00464602537245,123.076923077,rice_ext_pair_0075_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0075_N2O,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,N2O,,,,1.6,2.5,2.425,1.039,3,3,-0.446287102628,0.823280833542,-36,rice_ext_pair_0075_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0075_GWP,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,GWP,,,,14515.14,6993.48,1488.998,527.395,3,3,0.73021395619,0.00540339263821,107.552463151,rice_ext_pair_0075_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0075_GHGI,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,GHGI,,,,2.179,0.938,0.25,0.083,3,3,0.842871385938,0.00699770688967,132.302771855,rice_ext_pair_0075_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,0.0,
rice_primary_rice_ext_pair_0076_yield,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,yield,,,,6760.465,7754.651,344.396,172.198,3,3,-0.137201117721,0.00102941659833,-12.8205124899,rice_ext_pair_0076_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,240.0,
rice_primary_rice_ext_pair_0076_CH4,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,CH4,,,,633.8,285.6,131.982,59.929,3,3,0.797141216791,0.0291314901974,121.918767507,rice_ext_pair_0076_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,240.0,
rice_primary_rice_ext_pair_0076_N2O,rice_primary_466,10.3390/agronomy14030490,Integrated Effects of Straw Incorporation and N Application on Rice Yield and Greenhouse Gas Emissions in Three Rice-Based Cropping Systems,Bankole 2024,2024,2019,China,,,,C,Cfa,,,,,direct_return,N2O,,,,1.9,2.4,0.693,1.039,3,3,-0.233614851182,0.106816601422,-20.8333333333,rice_ext_pair_0076_control,Table 2,n=3 verified; primary Table 2 prints mean ± uncertainty but its footnote omits the label; article figure captions define error bars as SE and external data encode SD=SE*sqrt(3); repeat model treating printed values as SD,,,,ADMIT_EXACT_N_STRATUM; UNCERTAINTY_SENSITIVITY_REQUIRED,documented_or_reconstructed,multiple outcomes share an experimental contrast; cluster by experiment and study; do not treat outcomes or N strata as independent studies,,reported_error_type_ambiguous,,,,,Continuous_Flooding,240.0,
